"id","facility_construction_status","facility_name","naic_code","facility_category","facility_type","target_saving","display_pic_url","unit_number","street_number","street_name","city","country","province","postal_code","address","sector","gross_floor_area","number_of_storeys","occupancy","number_of_building","company_id","facility_id_general_status","facility_id_submission_status","ng_distribution_company","ng_distribution_company_data_extraction","longitude","latitude","facility_bas","facility_bas_connectivity","is_approved","approved_by","is_active","created_at","updated_at","created_by","updated_by","total_electricity_savings","energy_savings","total_incentive_earned","benchmarking_eui","facility_nickname","year_of_construction","facility_ubi","serial_number"
174,NULL,"02-16-038-03W5","211110","211","211110",NULL,"https://semiproduploads.blob.core.windows.net/files/_2789840_unknown1743462178187.jpg?sv=2025-05-05&spr=https&se=2035-03-31T23%3A02%3A58Z&sr=b&sp=r&sig=BRmnaIHaBxLJoNt1i8cfIR%2BLP18ilS5KzTozgy5a%2BUc%3D","","52.262771,  -114.367655","100/02-16-038-03W5/02","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-19 22:10:18.929","2025-04-10 22:41:31.76",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
175,NULL,"Great Lake Power Plant","221112","221","221112",NULL,NULL,"","283002","HWY 21","Knee Hill","Canada","Alberta","T0M0L0",NULL,"22",NULL,NULL,NULL,NULL,386,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-20 17:21:44.766","2025-03-20 17:31:36.579",591,591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
176,NULL,"​​Peace River Silica Sand Operation​ ","212323","212","212323",NULL,NULL," NW28 & SW33","TWP 84","Rge. 21","Peace River","Canada","Alberta","T8S1S1",NULL,"21",NULL,NULL,NULL,NULL,387,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-20 18:18:17.136","2025-03-20 18:35:22.646",592,592,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
177,NULL,"eCycle Airdrie ","562920","562","562920",NULL,"https://semiproduploads.blob.core.windows.net/files/_2686876_unknown1742500041872.jpg?sv=2025-01-05&spr=https&se=2035-03-20T19%3A47%3A23Z&sr=b&sp=r&sig=T0eIpb2XqXfcO22%2FvP%2BBy8fdofeWq9spQdY%2FdWaatGc%3D","108","34","highland parkway NE","Airdrie","Canada","Alberta","t4a0r1",NULL,"56",NULL,NULL,NULL,NULL,388,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-20 19:47:26.298","2025-03-24 17:06:48.305",593,593,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
178,NULL,"Jennys Delectbales shop 2","484121","484","484121",NULL,"https://semiproduploads.blob.core.windows.net/files/_169462_unknown1742827256657.jpg?sv=2025-05-05&spr=https&se=2035-03-24T14%3A40%3A56Z&sr=b&sp=r&sig=zmlchF6d38fYg2fMX7oQcVguQfk5bCI%2BWZ%2BDggQCxVE%3D","","29th street NE","3815","Calgary","Canada","Alberta","T1Y6B5",NULL,"48",NULL,NULL,NULL,NULL,392,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-24 14:41:39.853","2025-03-24 14:47:03.499",598,598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
179,NULL,"test1","561410","561","561410",NULL,NULL,"2","12","test","calgary","Canada","Alberta","M4Y1C9",NULL,"56",NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-25 14:35:38.321","2025-07-08 20:14:04.401",105,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
180,NULL,"Rocky Carselend 09-21","324110","324","324110",NULL,NULL,"1","09-21-22-25W4","09-21-22-25 W4","Calgary","Canada","Alberta","T3R0P3",NULL,"31",NULL,NULL,NULL,NULL,401,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-25 20:29:01.356","2025-04-04 18:29:13.247",611,611,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
181,NULL,"Sand Castle Society -Daycare","561330","561","561330",NULL,NULL,"","84 st","8202","Grande Prairie ","Canada","Alberta","T8X0L6",NULL,"56",NULL,NULL,NULL,NULL,404,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-26 17:24:41.769","2025-03-26 18:19:28.342",615,615,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
182,NULL,"testfacility2","112930","112","112930",NULL,NULL,"2","2","Test","Dubai","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,224,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-26 20:04:36.978","2025-07-08 20:14:11.41",365,365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
183,NULL,"BIOTEST","327215","327","327215",NULL,NULL,"2","2","Test","Calgary","Canada","Alberta","A1A1A1",NULL,"31",NULL,NULL,NULL,NULL,406,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-26 20:07:09.788","2025-03-26 20:07:23.459",617,617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
184,NULL,"TestFacility","327420","327","327420",NULL,NULL,"2","22","Test","Calgary","Canada","Alberta","A1A1A1",NULL,"31",NULL,NULL,NULL,NULL,406,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-26 20:43:47.209","2025-07-08 20:14:44.126",617,617,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
185,NULL,"Test","114210","114","114210",NULL,NULL,"","4534","Test ST","Calgary","Canada","Alberta","G7G7G7",NULL,"11",NULL,NULL,NULL,NULL,393,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-26 23:45:01.751","2025-07-08 20:14:52.843",599,599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
186,NULL,"TestingForKate","322111","322","322111",NULL,NULL,"","4 St","Testing Street","Calgary","Canada","Alberta","G7G7G7",NULL,"31",NULL,NULL,NULL,NULL,393,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-27 14:50:38.687","2025-03-28 13:33:15.831",599,599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
187,NULL,"Kapawe'no First Nation Water Treatment Plant","221310","221","221310",NULL,NULL,"","Lot 4","Grouard","Grouard","Canada","Alberta","T0G1C0",NULL,"22",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-03-28 21:01:40.481","2025-03-28 21:03:52.278",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
188,NULL,"Matt Silver Trucking Ltd","484110","484","484110",NULL,NULL,"61126","RR435","MD of Bonnyville","Bonnyville","Canada","Alberta","T9N0H2",NULL,"48",NULL,NULL,NULL,NULL,412,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 16:33:29.897","2025-04-02 16:26:53.897",625,625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
189,NULL,"Battle River Facility","324190","324","324190",NULL,NULL,"","52.44982","-112.1629","NA","Canada","Alberta","A1A1A1",NULL,"31",NULL,NULL,NULL,NULL,414,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 22:40:20.952","2025-05-14 20:12:17.28",627,627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
190,NULL,"07-16-038-03W5","211110","211","211110",NULL,NULL,"","52.266318, -114.367314","104-06-16-038-03W5/02","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 23:14:26.706","2025-04-10 22:43:54.363",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
191,NULL,"01-32-038-03W5","211110","211","211110",NULL,NULL,"","52.304954, -114.383638","100/08-32-038-03W5/02","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 23:19:03.571","2025-04-10 23:03:26.918",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
192,NULL,"04-22-038-03W5","211110","211","211110",NULL,NULL,"","52.276750, -114.356324","100/04-22-038-03W5/00","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 23:21:01.611","2025-04-10 22:56:36.582",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
193,NULL,"13-14-037-03W5","211110","211","211110",NULL,NULL,"","52.186847, -114.332291","100/13-14-037-03W5/00","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 23:24:06.535","2025-04-10 22:58:10.191",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
194,NULL,"12-25-037-04W5","211110","211","211110",NULL,NULL,"","52.211798, -114.451480","100/12-25-037-04W5/00","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 23:29:31.389","2025-04-10 22:58:51.62",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14
195,NULL,"07-14-037-03W5","211110","211","211110",NULL,NULL,"","52.178969, -114.322145","100/03-14-037-03W5/02","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 23:31:43.126","2025-04-10 22:55:57.351",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15
196,NULL,"13-23-037-03W5","211110","211","211110",NULL,NULL,"","52.201490, -114.332272","100/14-23-037-03W5/00","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 23:34:29.788","2025-04-10 22:57:21.959",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16
197,NULL,"12-16-038-03W5","211110","211","211110",NULL,NULL,"","52.269975, -114.379423","100/12-16-038-03W5/00","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-03-31 23:35:58.901","2025-04-10 22:59:29.629",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17
198,NULL,"Facility 1","111120","111","111120",NULL,NULL,"1234","20 Cooper Square","qwe","New York","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,183,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-01 08:50:10.02","2025-07-08 20:25:48.452",311,311,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
199,NULL,"Heifer Barn","112120","112","112120",NULL,NULL,"","NW-18-41-25-W4","NW-18-41-25-W4","Lacombe","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,418,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-01 13:00:10.962","2025-04-01 13:02:43.635",631,631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
200,NULL,"Dairy Barn","112120","112","112120",NULL,NULL,"","Se-18-41-25-W4","Se-18-41-25-W4","Lacombe","Canada","Alberta","T4L1W9",NULL,"11",NULL,NULL,NULL,NULL,418,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-01 13:05:32.594","2025-04-01 13:09:01.063",631,631,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
201,NULL,"Reeves Builders","237990","237","237990",NULL,NULL,"","123","Building St","Calgary","Canada","Alberta","A1A1A1",NULL,"23",NULL,NULL,NULL,NULL,420,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-01 14:47:03.916","2025-04-01 14:49:23.633",633,633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
202,NULL,"Tester 2","238320","238","238320",NULL,NULL,"","34","123 St","Calgary","Canada","Alberta","A1A1A1",NULL,"23",NULL,NULL,NULL,NULL,420,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-01 15:10:55.92","2025-04-01 15:12:50.273",633,633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
203,NULL,"SECURE Fox Creek FST","562210","562","562210",NULL,NULL,"PO Box 329","n/a","n/a","Fox Creek","Canada","Alberta","T0H1P0",NULL,"56",NULL,NULL,NULL,NULL,421,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-01 17:20:21.942","2025-04-01 22:04:31.428",636,636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
204,NULL,"SECURE Fox Creek FST","562210","562","562210",NULL,NULL,"PO Box 329","n/a","n/a","Fox Creek","Canada","Alberta","T0H1P0",NULL,"56",NULL,NULL,NULL,NULL,421,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-01 17:20:22.282","2025-04-01 22:03:58.464",636,636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
205,NULL,"Hybrid Water Desalination System","221310","221","221310",NULL,"https://semiproduploads.blob.core.windows.net/files/_3687407_unknown1743536195010.jpg?sv=2025-05-05&spr=https&se=2035-04-01T19%3A36%3A35Z&sr=b&sp=r&sig=gm2MNljUx9tURHE%2FZ9JgXSJZhGXdaDo21k2P7dqRj94%3D","","262125","Balzac Blvd. Balzac","Balzac","Canada","Alberta","T4B2T3",NULL,"22",NULL,NULL,NULL,NULL,422,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-01 19:39:08.35","2025-04-14 16:28:31.069",637,637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
206,NULL,"O'Chiese First Nation Water Treatment Plant","221310","221","221310",NULL,NULL,"","52.791084, -115.335030","52.791084, -115.335030","Alhambra","Canada","Alberta","A1A1A1",NULL,"22",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-02 21:38:55.779","2025-04-10 16:42:01.615",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
207,NULL,"O'Chiese First Nation- Band Administration Office","561110","561","561110",NULL,NULL,"","52.731421, -115.309234","52.731421, -115.309234","OChiese","Canada","Alberta","T4T0A3",NULL,"56",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-02 22:00:45.063","2025-04-10 16:10:32.141",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
208,NULL,"O'Chiese First Nation- Public Works Building","561210","561","561210",NULL,NULL,"","52.733002, -115.310062","52.733002, -115.310062","Alhambra","Canada","Alberta","A1A1A1",NULL,"56",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-02 22:05:48.552","2025-04-10 16:11:41.187",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
209,NULL,"St. Albert Place","561110","561","561110",NULL,"https://semiproduploads.blob.core.windows.net/files/_229386_unknown1743712300422.jpg?sv=2025-05-05&spr=https&se=2035-04-03T20%3A31%3A40Z&sr=b&sp=r&sig=BW0v%2B6HsNKw64%2BVd4OmSt1CAGBx7BEUt0hCzsH4dsc4%3D","","5","St. Anne Street","St Albert","Canada","Alberta","T8N3Z9",NULL,"56",NULL,NULL,NULL,NULL,430,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-03 20:31:51.275","2025-04-03 20:47:04.267",653,653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
210,NULL,"Aseniwuche Winewak Nation of Canada- ADC Shop","332999","332","332999",NULL,NULL,"","9600","104 Avenue","Grande Cache","Canada","Alberta","T0E0A6",NULL,"31",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-03 21:26:15.448","2025-04-15 23:08:29.554",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
211,NULL,"Aseniwuche Winewak Nation of Canada- AEC Shop","561210","561","561210",NULL,NULL,"","10007","99 St","Grande Cache","Canada","Alberta","T0E0Y0",NULL,"56",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-03 21:32:24.134","2025-04-15 23:10:54.882",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
212,NULL,"X","561110","561","561110",NULL,NULL,"","x","x","x","Canada","Alberta","A1A1A1",NULL,"56",NULL,NULL,NULL,NULL,411,2,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-04 15:49:05.939","2025-04-04 16:12:50.01",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7
213,NULL,"Esquao Building (The Intitute for the Advancement of Aboriginal Women)","561310","561","561310",NULL,NULL,"","10220","156 Street NW","Edmonton","Canada","Alberta","T5P2R1",NULL,"56",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-04 16:33:06.389","2025-04-12 18:49:30.08",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
214,NULL,"Town Hall","561110","561","561110",NULL,"https://semiproduploads.blob.core.windows.net/files/_174884_unknown1743788660783.jpg?sv=2025-05-05&spr=https&se=2035-04-04T17%3A44%3A21Z&sr=b&sp=r&sig=5hVyWKMiwNk0dMiAopPrmHY6bBfvC9ZxyyRTrqrksII%3D","","1","Columbia Ave W","Devon","Canada","Alberta","T9G1A1",NULL,"56",NULL,NULL,NULL,NULL,433,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-04 17:44:38.232","2025-04-04 21:45:35.897",656,656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
215,NULL,"Esso Building","561110","561","561110",NULL,"https://semiproduploads.blob.core.windows.net/files/_4652913_unknown1743803990410.jpg?sv=2025-05-05&spr=https&se=2035-04-04T21%3A59%3A50Z&sr=b&sp=r&sig=AG7by5z0hptWRxlF5zRTR1s2GCfI1nkcSfxOLTSVjA8%3D","","2000"," Miquelon Ave","Devon","Canada","Alberta","T9G2H4",NULL,"56",NULL,NULL,NULL,NULL,433,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-04 22:01:50.269","2025-04-04 23:05:01.86",656,656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
216,NULL,"Gleichen 13-26-021-23W4, AB BT 0114748","211110","211","211110",NULL,NULL,"","50.817965","-113.095088","Gleichen","Canada","Alberta","T0J1N0",NULL,"21",NULL,NULL,NULL,NULL,338,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-04 22:19:26.036","2025-07-08 18:12:48.694",514,515,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
217,NULL,"Epic Roofing and Exteriors Calgary","238160","238","238160",NULL,"https://semiproduploads.blob.core.windows.net/files/_496538_unknown1744131534945.jpg?sv=2025-05-05&spr=https&se=2035-04-08T16%3A58%3A55Z&sr=b&sp=r&sig=JbMHfFg7LwgYxpeLdJeZaYr0MKkAeFBB6ut2CPqeVg8%3D","2435","22 ","Street NE","Calgary","Canada","Alberta","T2E8K8",NULL,"23",NULL,NULL,NULL,NULL,437,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-08 15:49:45.794","2025-04-08 16:59:04.688",662,662,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
218,NULL,"Airside","481110","481","481110",NULL,"https://semiproduploads.blob.core.windows.net/files/_572022_unknown1744128514056.png?sv=2025-05-05&spr=https&se=2035-04-08T16%3A08%3A34Z&sr=b&sp=r&sig=K%2BZBDjohuHvjviAhESEAkdUUORAXBNw7dTLcurI3w7U%3D","6759","60","Ave","Nisku","Canada","Alberta","T9E0V3",NULL,"48",NULL,NULL,NULL,NULL,431,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-08 16:10:40.838","2025-04-28 13:55:36.023",626,626,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
219,NULL,"Rocky Mountain Show Jumping Ltd.","115210","115","115210",NULL,NULL,"64031","226 Ave W.","226 Ave W","Foothills","Canada","Alberta","T1S2Y9",NULL,"11",NULL,NULL,NULL,NULL,436,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-09 20:18:29.156","2025-04-09 20:18:29.156",660,660,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
220,NULL,"Beaver First Nation- Water Treatment Plant","221310","221","221310",NULL,NULL,"","58.460620, -116.259082","58.460620, -116.259082","Boyer","Canada","Alberta","A1A1A1",NULL,"22",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-10 16:28:10.836","2025-04-10 16:32:57.589",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
221,NULL,"Beaver First Nation- Carpentry Shop","238299","238","238299",NULL,NULL,"","30 Boyer River","Crescent","Boyer","Canada","Alberta","T0H1N0",NULL,"23",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-10 16:31:41.044","2025-04-10 16:32:36.639",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
222,NULL,"Beaver First Nation- Administration Office","561110","561","561110",NULL,NULL,"","58.456350, -116.274564","58.456350, -116.274564","Boyer","Canada","Alberta","T0H1N0",NULL,"56",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-10 16:35:13.215","2025-04-10 16:35:57.954",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
223,NULL,"Kapawe'no First Nation- Water Treatment Plant","221310","221","221310",NULL,NULL,"","55.484592, -115.393916","55.484592, -115.393916","Grouard","Canada","Alberta","T0G1K0",NULL,"22",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-10 16:37:10.495","2025-04-12 18:42:45.087",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
224,NULL,"Kapawe'no First Nation- Public Works Building","488990","488","488990",NULL,NULL,"","55.548814, -116.148614","55.548814, -116.148614","Grouard","Canada","Alberta","T0G1C0",NULL,"48",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-10 16:39:24.997","2025-04-12 18:40:27.196",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
225,NULL,"Cardston Agridome","112920","112","112920",NULL,"https://semiproduploads.blob.core.windows.net/files/_144134_unknown1744341337646.JPG?sv=2025-05-05&spr=https&se=2035-04-11T03%3A15%3A38Z&sr=b&sp=r&sig=8F31u2D9uv0E6E2k979nM8xPIDrF%2Bi%2FFaUaCN6xfIvY%3D","","880","West Bypass","Cardston","Canada","Alberta","T0K0K0",NULL,"11",NULL,NULL,NULL,NULL,442,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-11 03:16:03.842","2025-04-11 03:42:56.026",669,669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
226,NULL,"09-09-038-03W5","211110","211","211110",NULL,NULL,"","52.254577,  -114.362466","100/09-09-038-03W5/00","Eckville","Canada","Alberta","T0M0X0",NULL,"21",NULL,NULL,NULL,NULL,361,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-11 16:10:20.091","2025-04-11 16:40:35.778",541,541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
227,NULL,"Steelbrace Construction & Mgmt.","236210","236","236210",NULL,"https://semiproduploads.blob.core.windows.net/files/_2267842_unknown1744478175786.jpg?sv=2025-05-05&spr=https&se=2035-04-12T17%3A16%3A17Z&sr=b&sp=r&sig=bV3PFSv0CK9uWYniVmdStFmsJcxRQRjtcbFIV9UYyzE%3D","2017","274 ","274 Ave East","County of Foothills","Canada","Alberta","T0L1T0",NULL,"23",NULL,NULL,NULL,NULL,443,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-12 17:18:42.118","2025-05-27 21:29:49.203",670,670,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
228,NULL,"Natural Elk Ranch","112991","112","112991",NULL,NULL,"","SE34-28-25W4","SE34-28-25W4","Beiseker","Canada","Alberta","T0M0G0",NULL,"11",NULL,NULL,NULL,NULL,444,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-13 01:23:56.007","2025-04-16 20:11:47.539",671,671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
229,NULL,"FreshFacilityAd","111421","111","111421",NULL,NULL,"","1","Contractors Street","Calgary","Canada","Alberta","X1X1X1",NULL,"11",NULL,NULL,NULL,NULL,70,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-14 16:44:40.916","2025-07-08 20:26:04.992",131,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8
230,NULL,"Testdfsd","111419","111","111419",NULL,NULL,"","123","Maple Street","Calgary","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,70,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-14 16:46:08.09","2025-06-11 13:01:20.056",131,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
231,NULL,"Facility 3","111120","111","111120",NULL,NULL,"1234","123","Maple Street","Calgary","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,119,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-14 17:40:22.123","2025-04-14 17:40:22.123",105,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
232,NULL,"Bigstone Cree Nation- Public Works Building","561210","561","561210",NULL,NULL,"","3 ","Hoole Creek by Pass Road","Wabasca Desmarais","Canada","Alberta","T0G2B0",NULL,"56",NULL,NULL,NULL,NULL,411,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-14 18:24:01.416","2025-04-14 18:25:11.274",624,624,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14
233,NULL,"WhatisThis","111421","111","111421",NULL,NULL,"","1","3234","Calgary","Canada","Alberta","G5H6J7",NULL,"11",NULL,NULL,NULL,NULL,445,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-04-15 13:21:00.921","2025-04-15 17:47:08.983",672,672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
234,NULL,"West Grow Farms - Nisku","111219","111","111219",NULL,NULL," ","1202","8A Street","Nisku","Canada","Alberta","T9E7R5",NULL,"11",NULL,NULL,NULL,NULL,446,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-04-15 20:08:14.434","2025-05-03 22:23:35.167",675,675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
